,Team,year,Distance,Frequency,Win,ORtg
2510,San Antonio Spurs,2016,3P,0.223,0.817,111.04
2511,San Antonio Spurs,2017,0-3 ft,0.255,0.744,111.81
2512,San Antonio Spurs,2017,3-10 ft,0.159,0.744,111.81
2513,San Antonio Spurs,2017,10-16 ft,0.116,0.744,111.81
2514,San Antonio Spurs,2017,Over 16 ft,0.191,0.744,111.81
2515,San Antonio Spurs,2017,3P,0.281,0.744,111.81
2516,San Antonio Spurs,2018,0-3 ft,0.261,0.573,108.49
2517,San Antonio Spurs,2018,3-10 ft,0.169,0.573,108.49
2518,San Antonio Spurs,2018,10-16 ft,0.143,0.573,108.49
2519,San Antonio Spurs,2018,Over 16 ft,0.144,0.573,108.49
2520,San Antonio Spurs,2018,3P,0.282,0.573,108.49
2521,Toronto Raptors,2001,0-3 ft,0.264,0.573,106.64
2522,Toronto Raptors,2001,3-10 ft,0.124,0.573,106.64
2523,Toronto Raptors,2001,10-16 ft,0.145,0.573,106.64
2524,Toronto Raptors,2001,Over 16 ft,0.3,0.573,106.64
2525,Toronto Raptors,2001,3P,0.167,0.573,106.64
2526,Toronto Raptors,2002,0-3 ft,0.284,0.512,103.37
2527,Toronto Raptors,2002,3-10 ft,0.121,0.512,103.37
2528,Toronto Raptors,2002,10-16 ft,0.192,0.512,103.37
2529,Toronto Raptors,2002,Over 16 ft,0.238,0.512,103.37
2530,Toronto Raptors,2002,3P,0.165,0.512,103.37
2531,Toronto Raptors,2003,0-3 ft,0.278,0.293,101.37
2532,Toronto Raptors,2003,3-10 ft,0.135,0.293,101.37
2533,Toronto Raptors,2003,10-16 ft,0.144,0.293,101.37
2534,Toronto Raptors,2003,Over 16 ft,0.263,0.293,101.37
2535,Toronto Raptors,2003,3P,0.179,0.293,101.37
2536,Toronto Raptors,2004,0-3 ft,0.252,0.402,97.75
2537,Toronto Raptors,2004,3-10 ft,0.123,0.402,97.75
2538,Toronto Raptors,2004,10-16 ft,0.155,0.402,97.75
2539,Toronto Raptors,2004,Over 16 ft,0.267,0.402,97.75
2540,Toronto Raptors,2004,3P,0.204,0.402,97.75
2541,Toronto Raptors,2005,0-3 ft,0.283,0.402,107.78
2542,Toronto Raptors,2005,3-10 ft,0.123,0.402,107.78
2543,Toronto Raptors,2005,10-16 ft,0.136,0.402,107.78
2544,Toronto Raptors,2005,Over 16 ft,0.206,0.402,107.78
2545,Toronto Raptors,2005,3P,0.253,0.402,107.78
2546,Toronto Raptors,2006,0-3 ft,0.279,0.329,110.22
2547,Toronto Raptors,2006,3-10 ft,0.135,0.329,110.22
2548,Toronto Raptors,2006,10-16 ft,0.128,0.329,110.22
2549,Toronto Raptors,2006,Over 16 ft,0.214,0.329,110.22
2550,Toronto Raptors,2006,3P,0.244,0.329,110.22
2551,Toronto Raptors,2007,0-3 ft,0.277,0.573,107.92
2552,Toronto Raptors,2007,3-10 ft,0.109,0.573,107.92
2553,Toronto Raptors,2007,10-16 ft,0.117,0.573,107.92
2554,Toronto Raptors,2007,Over 16 ft,0.273,0.573,107.92
2555,Toronto Raptors,2007,3P,0.224,0.573,107.92
2556,Toronto Raptors,2008,0-3 ft,0.272,0.5,111.06
2557,Toronto Raptors,2008,3-10 ft,0.085,0.5,111.06
2558,Toronto Raptors,2008,10-16 ft,0.111,0.5,111.06
2559,Toronto Raptors,2008,Over 16 ft,0.314,0.5,111.06
2560,Toronto Raptors,2008,3P,0.217,0.5,111.06
2561,Toronto Raptors,2009,0-3 ft,0.264,0.402,107.72
2562,Toronto Raptors,2009,3-10 ft,0.117,0.402,107.72
2563,Toronto Raptors,2009,10-16 ft,0.132,0.402,107.72
2564,Toronto Raptors,2009,Over 16 ft,0.294,0.402,107.72
2565,Toronto Raptors,2009,3P,0.193,0.402,107.72
2566,Toronto Raptors,2010,0-3 ft,0.308,0.488,112.19
2567,Toronto Raptors,2010,3-10 ft,0.133,0.488,112.19
2568,Toronto Raptors,2010,10-16 ft,0.111,0.488,112.19
2569,Toronto Raptors,2010,Over 16 ft,0.238,0.488,112.19
2570,Toronto Raptors,2010,3P,0.211,0.488,112.19
2571,Toronto Raptors,2011,0-3 ft,0.325,0.268,106.85
2572,Toronto Raptors,2011,3-10 ft,0.157,0.268,106.85
2573,Toronto Raptors,2011,10-16 ft,0.112,0.268,106.85
2574,Toronto Raptors,2011,Over 16 ft,0.245,0.268,106.85
2575,Toronto Raptors,2011,3P,0.162,0.268,106.85
2576,Toronto Raptors,2012,0-3 ft,0.271,0.348,101.57
2577,Toronto Raptors,2012,3-10 ft,0.151,0.348,101.57
2578,Toronto Raptors,2012,10-16 ft,0.106,0.348,101.57
2579,Toronto Raptors,2012,Over 16 ft,0.263,0.348,101.57
2580,Toronto Raptors,2012,3P,0.209,0.348,101.57
2581,Toronto Raptors,2013,0-3 ft,0.239,0.415,106.58
2582,Toronto Raptors,2013,3-10 ft,0.169,0.415,106.58
2583,Toronto Raptors,2013,10-16 ft,0.123,0.415,106.58
2584,Toronto Raptors,2013,Over 16 ft,0.22,0.415,106.58
2585,Toronto Raptors,2013,3P,0.249,0.415,106.58
2586,Toronto Raptors,2014,0-3 ft,0.226,0.585,109.77
2587,Toronto Raptors,2014,3-10 ft,0.206,0.585,109.77
2588,Toronto Raptors,2014,10-16 ft,0.103,0.585,109.77
2589,Toronto Raptors,2014,Over 16 ft,0.181,0.585,109.77
2590,Toronto Raptors,2014,3P,0.285,0.585,109.77
2591,Toronto Raptors,2015,0-3 ft,0.253,0.598,112.06
2592,Toronto Raptors,2015,3-10 ft,0.195,0.598,112.06
2593,Toronto Raptors,2015,10-16 ft,0.104,0.598,112.06
2594,Toronto Raptors,2015,Over 16 ft,0.146,0.598,112.06
2595,Toronto Raptors,2015,3P,0.302,0.598,112.06
2596,Toronto Raptors,2016,0-3 ft,0.277,0.683,111.11
2597,Toronto Raptors,2016,3-10 ft,0.187,0.683,111.11
2598,Toronto Raptors,2016,10-16 ft,0.111,0.683,111.11
2599,Toronto Raptors,2016,Over 16 ft,0.139,0.683,111.11
2600,Toronto Raptors,2016,3P,0.287,0.683,111.11
2601,Toronto Raptors,2017,0-3 ft,0.254,0.622,113.2
2602,Toronto Raptors,2017,3-10 ft,0.185,0.622,113.2
2603,Toronto Raptors,2017,10-16 ft,0.12,0.622,113.2
2604,Toronto Raptors,2017,Over 16 ft,0.153,0.622,113.2
2605,Toronto Raptors,2017,3P,0.289,0.622,113.2
2606,Toronto Raptors,2018,0-3 ft,0.291,0.72,114.6
2607,Toronto Raptors,2018,3-10 ft,0.16,0.72,114.6
2608,Toronto Raptors,2018,10-16 ft,0.098,0.72,114.6
2609,Toronto Raptors,2018,Over 16 ft,0.074,0.72,114.6
2610,Toronto Raptors,2018,3P,0.377,0.72,114.6
2611,Utah Jazz,2001,0-3 ft,0.348,0.646,108.36
2612,Utah Jazz,2001,3-10 ft,0.134,0.646,108.36
2613,Utah Jazz,2001,10-16 ft,0.124,0.646,108.36
2614,Utah Jazz,2001,Over 16 ft,0.259,0.646,108.36
2615,Utah Jazz,2001,3P,0.135,0.646,108.36
2616,Utah Jazz,2002,0-3 ft,0.38,0.537,106.57
2617,Utah Jazz,2002,3-10 ft,0.102,0.537,106.57
2618,Utah Jazz,2002,10-16 ft,0.124,0.537,106.57
2619,Utah Jazz,2002,Over 16 ft,0.261,0.537,106.57
2620,Utah Jazz,2002,3P,0.132,0.537,106.57
2621,Utah Jazz,2003,0-3 ft,0.337,0.573,106.46
2622,Utah Jazz,2003,3-10 ft,0.111,0.573,106.46
2623,Utah Jazz,2003,10-16 ft,0.139,0.573,106.46
2624,Utah Jazz,2003,Over 16 ft,0.31,0.573,106.46
2625,Utah Jazz,2003,3P,0.104,0.573,106.46
2626,Utah Jazz,2004,0-3 ft,0.357,0.512,103.12
2627,Utah Jazz,2004,3-10 ft,0.085,0.512,103.12
2628,Utah Jazz,2004,10-16 ft,0.104,0.512,103.12
2629,Utah Jazz,2004,Over 16 ft,0.327,0.512,103.12
2630,Utah Jazz,2004,3P,0.127,0.512,103.12
2631,Utah Jazz,2005,0-3 ft,0.336,0.317,105.57
2632,Utah Jazz,2005,3-10 ft,0.093,0.317,105.57
2633,Utah Jazz,2005,10-16 ft,0.137,0.317,105.57
2634,Utah Jazz,2005,Over 16 ft,0.312,0.317,105.57
2635,Utah Jazz,2005,3P,0.121,0.317,105.57
2636,Utah Jazz,2006,0-3 ft,0.348,0.5,104.93
2637,Utah Jazz,2006,3-10 ft,0.097,0.5,104.93
2638,Utah Jazz,2006,10-16 ft,0.109,0.5,104.93
2639,Utah Jazz,2006,Over 16 ft,0.297,0.5,104.93
2640,Utah Jazz,2006,3P,0.149,0.5,104.93
2641,Utah Jazz,2007,0-3 ft,0.359,0.622,110.65
2642,Utah Jazz,2007,3-10 ft,0.107,0.622,110.65
2643,Utah Jazz,2007,10-16 ft,0.113,0.622,110.65
2644,Utah Jazz,2007,Over 16 ft,0.257,0.622,110.65
2645,Utah Jazz,2007,3P,0.163,0.622,110.65
2646,Utah Jazz,2008,0-3 ft,0.375,0.659,114.52
2647,Utah Jazz,2008,3-10 ft,0.099,0.659,114.52
2648,Utah Jazz,2008,10-16 ft,0.1,0.659,114.52
2649,Utah Jazz,2008,Over 16 ft,0.26,0.659,114.52
2650,Utah Jazz,2008,3P,0.166,0.659,114.52
2651,Utah Jazz,2009,0-3 ft,0.379,0.585,110.84
2652,Utah Jazz,2009,3-10 ft,0.101,0.585,110.84
2653,Utah Jazz,2009,10-16 ft,0.091,0.585,110.84
2654,Utah Jazz,2009,Over 16 ft,0.259,0.585,110.84
2655,Utah Jazz,2009,3P,0.169,0.585,110.84
2656,Utah Jazz,2010,0-3 ft,0.383,0.646,111.57
2657,Utah Jazz,2010,3-10 ft,0.121,0.646,111.57
2658,Utah Jazz,2010,10-16 ft,0.092,0.646,111.57
2659,Utah Jazz,2010,Over 16 ft,0.22,0.646,111.57
2660,Utah Jazz,2010,3P,0.184,0.646,111.57
2661,Utah Jazz,2011,0-3 ft,0.296,0.476,108.95
2662,Utah Jazz,2011,3-10 ft,0.181,0.476,108.95
2663,Utah Jazz,2011,10-16 ft,0.111,0.476,108.95
2664,Utah Jazz,2011,Over 16 ft,0.221,0.476,108.95
2665,Utah Jazz,2011,3P,0.191,0.476,108.95
2666,Utah Jazz,2012,0-3 ft,0.287,0.545,107.51
2667,Utah Jazz,2012,3-10 ft,0.238,0.545,107.51
2668,Utah Jazz,2012,10-16 ft,0.118,0.545,107.51
2669,Utah Jazz,2012,Over 16 ft,0.204,0.545,107.51
2670,Utah Jazz,2012,3P,0.153,0.545,107.51
2671,Utah Jazz,2013,0-3 ft,0.274,0.524,107.42
2672,Utah Jazz,2013,3-10 ft,0.192,0.524,107.42
2673,Utah Jazz,2013,10-16 ft,0.105,0.524,107.42
2674,Utah Jazz,2013,Over 16 ft,0.224,0.524,107.42
2675,Utah Jazz,2013,3P,0.206,0.524,107.42
2676,Utah Jazz,2014,0-3 ft,0.281,0.305,104.15
2677,Utah Jazz,2014,3-10 ft,0.177,0.305,104.15
2678,Utah Jazz,2014,10-16 ft,0.106,0.305,104.15
2679,Utah Jazz,2014,Over 16 ft,0.199,0.305,104.15
2680,Utah Jazz,2014,3P,0.237,0.305,104.15
2681,Utah Jazz,2015,0-3 ft,0.296,0.463,106.19
2682,Utah Jazz,2015,3-10 ft,0.173,0.463,106.19
2683,Utah Jazz,2015,10-16 ft,0.096,0.463,106.19
2684,Utah Jazz,2015,Over 16 ft,0.161,0.463,106.19
2685,Utah Jazz,2015,3P,0.274,0.463,106.19
2686,Utah Jazz,2016,0-3 ft,0.282,0.488,106.83
2687,Utah Jazz,2016,3-10 ft,0.177,0.488,106.83
2688,Utah Jazz,2016,10-16 ft,0.119,0.488,106.83
2689,Utah Jazz,2016,Over 16 ft,0.126,0.488,106.83
2690,Utah Jazz,2016,3P,0.297,0.488,106.83
2691,Utah Jazz,2017,0-3 ft,0.297,0.622,110.46
2692,Utah Jazz,2017,3-10 ft,0.152,0.622,110.46
2693,Utah Jazz,2017,10-16 ft,0.105,0.622,110.46
2694,Utah Jazz,2017,Over 16 ft,0.118,0.622,110.46
2695,Utah Jazz,2017,3P,0.327,0.622,110.46
2696,Utah Jazz,2018,0-3 ft,0.284,0.585,109.07
2697,Utah Jazz,2018,3-10 ft,0.151,0.585,109.07
2698,Utah Jazz,2018,10-16 ft,0.1,0.585,109.07
2699,Utah Jazz,2018,Over 16 ft,0.108,0.585,109.07
2700,Utah Jazz,2018,3P,0.357,0.585,109.07
2701,Washington Wizards,2001,0-3 ft,0.249,0.232,101.43
2702,Washington Wizards,2001,3-10 ft,0.219,0.232,101.43
2703,Washington Wizards,2001,10-16 ft,0.199,0.232,101.43
2704,Washington Wizards,2001,Over 16 ft,0.202,0.232,101.43
2705,Washington Wizards,2001,3P,0.131,0.232,101.43
2706,Washington Wizards,2002,0-3 ft,0.214,0.451,105.67
2707,Washington Wizards,2002,3-10 ft,0.159,0.451,105.67
2708,Washington Wizards,2002,10-16 ft,0.222,0.451,105.67
2709,Washington Wizards,2002,Over 16 ft,0.287,0.451,105.67
2710,Washington Wizards,2002,3P,0.118,0.451,105.67
2711,Washington Wizards,2003,0-3 ft,0.231,0.451,103.82
2712,Washington Wizards,2003,3-10 ft,0.13,0.451,103.82
2713,Washington Wizards,2003,10-16 ft,0.203,0.451,103.82
2714,Washington Wizards,2003,Over 16 ft,0.309,0.451,103.82
2715,Washington Wizards,2003,3P,0.127,0.451,103.82
2716,Washington Wizards,2004,0-3 ft,0.29,0.305,99.46
2717,Washington Wizards,2004,3-10 ft,0.18,0.305,99.46
2718,Washington Wizards,2004,10-16 ft,0.123,0.305,99.46
2719,Washington Wizards,2004,Over 16 ft,0.213,0.305,99.46
2720,Washington Wizards,2004,3P,0.194,0.305,99.46
2721,Washington Wizards,2005,0-3 ft,0.268,0.549,107.94
2722,Washington Wizards,2005,3-10 ft,0.188,0.549,107.94
2723,Washington Wizards,2005,10-16 ft,0.118,0.549,107.94
2724,Washington Wizards,2005,Over 16 ft,0.206,0.549,107.94
2725,Washington Wizards,2005,3P,0.22,0.549,107.94
2726,Washington Wizards,2006,0-3 ft,0.287,0.512,110.01
2727,Washington Wizards,2006,3-10 ft,0.164,0.512,110.01
2728,Washington Wizards,2006,10-16 ft,0.093,0.512,110.01
2729,Washington Wizards,2006,Over 16 ft,0.247,0.512,110.01
2730,Washington Wizards,2006,3P,0.209,0.512,110.01
2731,Washington Wizards,2007,0-3 ft,0.294,0.5,110.57
2732,Washington Wizards,2007,3-10 ft,0.121,0.5,110.57
2733,Washington Wizards,2007,10-16 ft,0.079,0.5,110.57
2734,Washington Wizards,2007,Over 16 ft,0.269,0.5,110.57
2735,Washington Wizards,2007,3P,0.237,0.5,110.57
2736,Washington Wizards,2008,0-3 ft,0.285,0.524,110.03
2737,Washington Wizards,2008,3-10 ft,0.145,0.524,110.03
2738,Washington Wizards,2008,10-16 ft,0.098,0.524,110.03
2739,Washington Wizards,2008,Over 16 ft,0.231,0.524,110.03
2740,Washington Wizards,2008,3P,0.241,0.524,110.03
2741,Washington Wizards,2009,0-3 ft,0.317,0.232,105.98
2742,Washington Wizards,2009,3-10 ft,0.154,0.232,105.98
2743,Washington Wizards,2009,10-16 ft,0.107,0.232,105.98
2744,Washington Wizards,2009,Over 16 ft,0.242,0.232,105.98
2745,Washington Wizards,2009,3P,0.18,0.232,105.98
2746,Washington Wizards,2010,0-3 ft,0.279,0.317,105.11
2747,Washington Wizards,2010,3-10 ft,0.148,0.317,105.11
2748,Washington Wizards,2010,10-16 ft,0.116,0.317,105.11
2749,Washington Wizards,2010,Over 16 ft,0.274,0.317,105.11
2750,Washington Wizards,2010,3P,0.183,0.317,105.11
2751,Washington Wizards,2011,0-3 ft,0.281,0.28,103.12
2752,Washington Wizards,2011,3-10 ft,0.171,0.28,103.12
2753,Washington Wizards,2011,10-16 ft,0.129,0.28,103.12
2754,Washington Wizards,2011,Over 16 ft,0.247,0.28,103.12
2755,Washington Wizards,2011,3P,0.172,0.28,103.12
2756,Washington Wizards,2012,0-3 ft,0.299,0.303,101.75
2757,Washington Wizards,2012,3-10 ft,0.167,0.303,101.75
2758,Washington Wizards,2012,10-16 ft,0.109,0.303,101.75
2759,Washington Wizards,2012,Over 16 ft,0.227,0.303,101.75
2760,Washington Wizards,2012,3P,0.196,0.303,101.75
2761,Washington Wizards,2013,0-3 ft,0.238,0.354,100.78
2762,Washington Wizards,2013,3-10 ft,0.177,0.354,100.78
2763,Washington Wizards,2013,10-16 ft,0.145,0.354,100.78
2764,Washington Wizards,2013,Over 16 ft,0.216,0.354,100.78
2765,Washington Wizards,2013,3P,0.223,0.354,100.78
2766,Washington Wizards,2014,0-3 ft,0.273,0.537,106.75
2767,Washington Wizards,2014,3-10 ft,0.143,0.537,106.75
2768,Washington Wizards,2014,10-16 ft,0.116,0.537,106.75
2769,Washington Wizards,2014,Over 16 ft,0.221,0.537,106.75
2770,Washington Wizards,2014,3P,0.246,0.537,106.75
2771,Washington Wizards,2015,0-3 ft,0.286,0.561,104.56
2772,Washington Wizards,2015,3-10 ft,0.142,0.561,104.56
2773,Washington Wizards,2015,10-16 ft,0.138,0.561,104.56
2774,Washington Wizards,2015,Over 16 ft,0.23,0.561,104.56
2775,Washington Wizards,2015,3P,0.203,0.561,104.56
2776,Washington Wizards,2016,0-3 ft,0.291,0.5,106.09
2777,Washington Wizards,2016,3-10 ft,0.129,0.5,106.09
2778,Washington Wizards,2016,10-16 ft,0.111,0.5,106.09
2779,Washington Wizards,2016,Over 16 ft,0.188,0.5,106.09
2780,Washington Wizards,2016,3P,0.282,0.5,106.09
2781,Washington Wizards,2017,0-3 ft,0.3,0.598,111.98
2782,Washington Wizards,2017,3-10 ft,0.137,0.598,111.98
2783,Washington Wizards,2017,10-16 ft,0.108,0.598,111.98
2784,Washington Wizards,2017,Over 16 ft,0.169,0.598,111.98
2785,Washington Wizards,2017,3P,0.284,0.598,111.98
2786,Washington Wizards,2018,0-3 ft,0.243,0.524,109.96
2787,Washington Wizards,2018,3-10 ft,0.159,0.524,109.96
2788,Washington Wizards,2018,10-16 ft,0.139,0.524,109.96
2789,Washington Wizards,2018,Over 16 ft,0.149,0.524,109.96
2790,Washington Wizards,2018,3P,0.31,0.524,109.96
